old_goodfire_label,paper_row_count,paper_sources,paper_tasks,paper_conditions,candidate_rank,candidate_feature_index,candidate_neuronpedia_label,candidate_cosine_similarity,candidate_confidence_bucket,candidate_explanation_model,candidate_explanation_type,candidate_neuronpedia_api_url,match_status,search_query,search_endpoint,search_error
Descriptions of experimental procedures and participant tasks in research studies,2026,ultimatum,ultimatum_response,baseline;prompting;steering,3,56416,technical descriptions followed by code,0.5501710026196193,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/56416,approximate_neuronpedia_explanation_search,Descriptions of experimental procedures and participant tasks in research studies,https://www.neuronpedia.org/api/explanation/search,
Descriptions of experimental procedures and participant tasks in research studies,2026,ultimatum,ultimatum_response,baseline;prompting;steering,4,44540,descriptions and actions,0.5469332294038636,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/44540,approximate_neuronpedia_explanation_search,Descriptions of experimental procedures and participant tasks in research studies,https://www.neuronpedia.org/api/explanation/search,
Descriptions of experimental procedures and participant tasks in research studies,2026,ultimatum,ultimatum_response,baseline;prompting;steering,5,43420,instructions or procedures,0.5331695343756172,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/43420,approximate_neuronpedia_explanation_search,Descriptions of experimental procedures and participant tasks in research studies,https://www.neuronpedia.org/api/explanation/search,
Descriptions of mechanical components and how they interact,4,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_steering;high_temperature;prompting,1,5950,technical components and their descriptions,0.7015793145484336,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/5950,approximate_neuronpedia_explanation_search,Descriptions of mechanical components and how they interact,https://www.neuronpedia.org/api/explanation/search,
Descriptions of mechanical components and how they interact,4,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_steering;high_temperature;prompting,2,63180,systems and their components,0.6402631885742454,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/63180,approximate_neuronpedia_explanation_search,Descriptions of mechanical components and how they interact,https://www.neuronpedia.org/api/explanation/search,
Descriptions of mechanical components and how they interact,4,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_steering;high_temperature;prompting,3,31128,technical operations and components,0.6276605994589527,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/31128,approximate_neuronpedia_explanation_search,Descriptions of mechanical components and how they interact,https://www.neuronpedia.org/api/explanation/search,
Descriptions of mechanical components and how they interact,4,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_steering;high_temperature;prompting,4,10425,components and their purpose,0.6240818543580186,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/10425,approximate_neuronpedia_explanation_search,Descriptions of mechanical components and how they interact,https://www.neuronpedia.org/api/explanation/search,
Descriptions of mechanical components and how they interact,4,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_steering;high_temperature;prompting,5,39459,systems and components,0.6122676244795624,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/39459,approximate_neuronpedia_explanation_search,Descriptions of mechanical components and how they interact,https://www.neuronpedia.org/api/explanation/search,
Descriptions of what groups or entities can or cannot do,4,ultimatum,ultimatum_response,steering,1,1260,what entities can do or possess,0.650802248314467,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/1260,approximate_neuronpedia_explanation_search,Descriptions of what groups or entities can or cannot do,https://www.neuronpedia.org/api/explanation/search,
Descriptions of what groups or entities can or cannot do,4,ultimatum,ultimatum_response,steering,2,54927,roles and permissions,0.5833957306800137,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54927,approximate_neuronpedia_explanation_search,Descriptions of what groups or entities can or cannot do,https://www.neuronpedia.org/api/explanation/search,
Descriptions of what groups or entities can or cannot do,4,ultimatum,ultimatum_response,steering,3,58806,describes capabilities for user roles,0.5745149727067762,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/58806,approximate_neuronpedia_explanation_search,Descriptions of what groups or entities can or cannot do,https://www.neuronpedia.org/api/explanation/search,
Descriptions of what groups or entities can or cannot do,4,ultimatum,ultimatum_response,steering,4,47882,roles and descriptions,0.5708116693542238,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/47882,approximate_neuronpedia_explanation_search,Descriptions of what groups or entities can or cannot do,https://www.neuronpedia.org/api/explanation/search,
Descriptions of what groups or entities can or cannot do,4,ultimatum,ultimatum_response,steering,5,32067,groups of people or entities,0.5702371384465061,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/32067,approximate_neuronpedia_explanation_search,Descriptions of what groups or entities can or cannot do,https://www.neuronpedia.org/api/explanation/search,
Detailed character descriptions and intimate interactions in fiction,519,lottery,safe_risky_choice,baseline;slightly_prompting,1,22857,complex character descriptions,0.6441554811865439,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/22857,approximate_neuronpedia_explanation_search,Detailed character descriptions and intimate interactions in fiction,https://www.neuronpedia.org/api/explanation/search,
Detailed character descriptions and intimate interactions in fiction,519,lottery,safe_risky_choice,baseline;slightly_prompting,2,44964,sensory and intimate descriptions,0.6107247435047701,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/44964,approximate_neuronpedia_explanation_search,Detailed character descriptions and intimate interactions in fiction,https://www.neuronpedia.org/api/explanation/search,
Detailed character descriptions and intimate interactions in fiction,519,lottery,safe_risky_choice,baseline;slightly_prompting,3,15816,romance and explicit themes,0.5773748565575556,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/15816,approximate_neuronpedia_explanation_search,Detailed character descriptions and intimate interactions in fiction,https://www.neuronpedia.org/api/explanation/search,
Detailed character descriptions and intimate interactions in fiction,519,lottery,safe_risky_choice,baseline;slightly_prompting,4,45569,describing fictional characters or concepts,0.5655125641340404,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/45569,approximate_neuronpedia_explanation_search,Detailed character descriptions and intimate interactions in fiction,https://www.neuronpedia.org/api/explanation/search,
Detailed character descriptions and intimate interactions in fiction,519,lottery,safe_risky_choice,baseline;slightly_prompting,5,44263,explicit story descriptions,0.5633283554240588,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/44263,approximate_neuronpedia_explanation_search,Detailed character descriptions and intimate interactions in fiction,https://www.neuronpedia.org/api/explanation/search,
Detailed technical explanations and specifications,2,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature,1,10605,detailed descriptions,0.6979151649733577,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/10605,approximate_neuronpedia_explanation_search,Detailed technical explanations and specifications,https://www.neuronpedia.org/api/explanation/search,
Detailed technical explanations and specifications,2,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature,2,62780,technical descriptions and functions,0.6976837799446463,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/62780,approximate_neuronpedia_explanation_search,Detailed technical explanations and specifications,https://www.neuronpedia.org/api/explanation/search,
Detailed technical explanations and specifications,2,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature,3,26384,technical descriptions and names,0.6900522171360526,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26384,approximate_neuronpedia_explanation_search,Detailed technical explanations and specifications,https://www.neuronpedia.org/api/explanation/search,
Detailed technical explanations and specifications,2,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature,4,61166,technical features and specifications,0.6776954482004303,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/61166,approximate_neuronpedia_explanation_search,Detailed technical explanations and specifications,https://www.neuronpedia.org/api/explanation/search,
Detailed technical explanations and specifications,2,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature,5,30122,details and explanations,0.6743640297767769,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/30122,approximate_neuronpedia_explanation_search,Detailed technical explanations and specifications,https://www.neuronpedia.org/api/explanation/search,
"Discussions of egoism and self-interest, especially in moral contexts",557,ultimatum,ultimatum_response,steering,1,35678,in or about ethics,0.5782010668987037,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/35678,approximate_neuronpedia_explanation_search,"Discussions of egoism and self-interest, especially in moral contexts",https://www.neuronpedia.org/api/explanation/search,
"Discussions of egoism and self-interest, especially in moral contexts",557,ultimatum,ultimatum_response,steering,2,52031,"Economics, politics, history, logic",0.563696134162996,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/52031,approximate_neuronpedia_explanation_search,"Discussions of egoism and self-interest, especially in moral contexts",https://www.neuronpedia.org/api/explanation/search,
"Discussions of egoism and self-interest, especially in moral contexts",557,ultimatum,ultimatum_response,steering,3,26349,"human nature, behavior, and existence",0.5370887747756812,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26349,approximate_neuronpedia_explanation_search,"Discussions of egoism and self-interest, especially in moral contexts",https://www.neuronpedia.org/api/explanation/search,
"Discussions of egoism and self-interest, especially in moral contexts",557,ultimatum,ultimatum_response,steering,4,8966,personal and social topics,0.5350677459241953,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/8966,approximate_neuronpedia_explanation_search,"Discussions of egoism and self-interest, especially in moral contexts",https://www.neuronpedia.org/api/explanation/search,
"Discussions of egoism and self-interest, especially in moral contexts",557,ultimatum,ultimatum_response,steering,5,36300,moral principles and actions,0.5216453020696159,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/36300,approximate_neuronpedia_explanation_search,"Discussions of egoism and self-interest, especially in moral contexts",https://www.neuronpedia.org/api/explanation/search,
"Discussions of weight distribution, balance and stability in physical systems",2,product_innovation_folder,detailed_ways_to_use_a_brick,baseline;prompting,1,65510,stance and weight distribution,0.5973838178358218,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/65510,approximate_neuronpedia_explanation_search,"Discussions of weight distribution, balance and stability in physical systems",https://www.neuronpedia.org/api/explanation/search,
"Discussions of weight distribution, balance and stability in physical systems",2,product_innovation_folder,detailed_ways_to_use_a_brick,baseline;prompting,2,40359,balance and constraints,0.5445818548227594,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/40359,approximate_neuronpedia_explanation_search,"Discussions of weight distribution, balance and stability in physical systems",https://www.neuronpedia.org/api/explanation/search,
"Discussions of weight distribution, balance and stability in physical systems",2,product_innovation_folder,detailed_ways_to_use_a_brick,baseline;prompting,3,59528,static or linear approaches,0.5081108554561596,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59528,approximate_neuronpedia_explanation_search,"Discussions of weight distribution, balance and stability in physical systems",https://www.neuronpedia.org/api/explanation/search,
"Discussions of weight distribution, balance and stability in physical systems",2,product_innovation_folder,detailed_ways_to_use_a_brick,baseline;prompting,4,26331,behavior of physical systems,0.5038319155202943,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26331,approximate_neuronpedia_explanation_search,"Discussions of weight distribution, balance and stability in physical systems",https://www.neuronpedia.org/api/explanation/search,
"Discussions of weight distribution, balance and stability in physical systems",2,product_innovation_folder,detailed_ways_to_use_a_brick,baseline;prompting,5,25828,"Computational systems, particle methods, ensemble behavior",0.5026517092381309,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/25828,approximate_neuronpedia_explanation_search,"Discussions of weight distribution, balance and stability in physical systems",https://www.neuronpedia.org/api/explanation/search,
Document structure and formatting syntax,135,lottery,safe_risky_choice,steering,1,42,HTML formatting and structure,0.7196974607649139,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/42,approximate_neuronpedia_explanation_search,Document structure and formatting syntax,https://www.neuronpedia.org/api/explanation/search,
Document structure and formatting syntax,135,lottery,safe_risky_choice,steering,2,10067,formatting and structure,0.7166199096714574,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/10067,approximate_neuronpedia_explanation_search,Document structure and formatting syntax,https://www.neuronpedia.org/api/explanation/search,
Document structure and formatting syntax,135,lottery,safe_risky_choice,steering,3,45393,formatting and structure,0.7166140674274011,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/45393,approximate_neuronpedia_explanation_search,Document structure and formatting syntax,https://www.neuronpedia.org/api/explanation/search,
Document structure and formatting syntax,135,lottery,safe_risky_choice,steering,4,45426,list formatting and structure,0.7095238235359893,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/45426,approximate_neuronpedia_explanation_search,Document structure and formatting syntax,https://www.neuronpedia.org/api/explanation/search,
Document structure and formatting syntax,135,lottery,safe_risky_choice,steering,5,24290,HTML/XML tags and structure,0.6893923100916101,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/24290,approximate_neuronpedia_explanation_search,Document structure and formatting syntax,https://www.neuronpedia.org/api/explanation/search,
Economic tradeoffs and payoff structures in social contexts,4672,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,1,1253,balance and trade-offs,0.5710626107412656,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/1253,approximate_neuronpedia_explanation_search,Economic tradeoffs and payoff structures in social contexts,https://www.neuronpedia.org/api/explanation/search,
Economic tradeoffs and payoff structures in social contexts,4672,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,2,42612,monetary values and outcomes,0.5697119675980413,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/42612,approximate_neuronpedia_explanation_search,Economic tradeoffs and payoff structures in social contexts,https://www.neuronpedia.org/api/explanation/search,
Economic tradeoffs and payoff structures in social contexts,4672,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,3,18060,considered economic or societal,0.5671202009700057,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/18060,approximate_neuronpedia_explanation_search,Economic tradeoffs and payoff structures in social contexts,https://www.neuronpedia.org/api/explanation/search,
Economic tradeoffs and payoff structures in social contexts,4672,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,4,42329,economics and sociology concepts,0.5572859553422638,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/42329,approximate_neuronpedia_explanation_search,Economic tradeoffs and payoff structures in social contexts,https://www.neuronpedia.org/api/explanation/search,
Economic tradeoffs and payoff structures in social contexts,4672,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,5,13196,economics and cyber feedback,0.5532395674404648,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13196,approximate_neuronpedia_explanation_search,Economic tradeoffs and payoff structures in social contexts,https://www.neuronpedia.org/api/explanation/search,
Employment and financial security/stability concepts,11,lottery,safe_risky_choice,baseline,1,50849,"financial, social, and personal concepts",0.6371220185564357,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/50849,approximate_neuronpedia_explanation_search,Employment and financial security/stability concepts,https://www.neuronpedia.org/api/explanation/search,
Employment and financial security/stability concepts,11,lottery,safe_risky_choice,baseline,2,61704,employment and job skills,0.6342116632343883,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/61704,approximate_neuronpedia_explanation_search,Employment and financial security/stability concepts,https://www.neuronpedia.org/api/explanation/search,
Employment and financial security/stability concepts,11,lottery,safe_risky_choice,baseline,3,54047,financial importance and success,0.6114599440201248,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54047,approximate_neuronpedia_explanation_search,Employment and financial security/stability concepts,https://www.neuronpedia.org/api/explanation/search,
Employment and financial security/stability concepts,11,lottery,safe_risky_choice,baseline,4,57548,financial stability and conditions,0.6110005404115697,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/57548,approximate_neuronpedia_explanation_search,Employment and financial security/stability concepts,https://www.neuronpedia.org/api/explanation/search,
Employment and financial security/stability concepts,11,lottery,safe_risky_choice,baseline,5,64584,work and employment states,0.6010674640570227,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/64584,approximate_neuronpedia_explanation_search,Employment and financial security/stability concepts,https://www.neuronpedia.org/api/explanation/search,
Ensuring fairness and equal treatment,744,ultimatum,ultimatum_response,baseline;prompting;steering,1,52077,equality and fairness,0.7228806501615908,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/52077,approximate_neuronpedia_explanation_search,Ensuring fairness and equal treatment,https://www.neuronpedia.org/api/explanation/search,
Ensuring fairness and equal treatment,744,ultimatum,ultimatum_response,baseline;prompting;steering,2,65292,ensure fairness and order,0.6794491257813198,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/65292,approximate_neuronpedia_explanation_search,Ensuring fairness and equal treatment,https://www.neuronpedia.org/api/explanation/search,
Ensuring fairness and equal treatment,744,ultimatum,ultimatum_response,baseline;prompting;steering,3,8470,how individuals are treated,0.673764784987426,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/8470,approximate_neuronpedia_explanation_search,Ensuring fairness and equal treatment,https://www.neuronpedia.org/api/explanation/search,
Ensuring fairness and equal treatment,744,ultimatum,ultimatum_response,baseline;prompting;steering,4,46638,to ensure equality,0.6699431242801535,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46638,approximate_neuronpedia_explanation_search,Ensuring fairness and equal treatment,https://www.neuronpedia.org/api/explanation/search,
Ensuring fairness and equal treatment,744,ultimatum,ultimatum_response,baseline;prompting;steering,5,35991,treat fairly and with respect,0.6609865745786676,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/35991,approximate_neuronpedia_explanation_search,Ensuring fairness and equal treatment,https://www.neuronpedia.org/api/explanation/search,
"Ensuring safety, stability and protection in business and financial contexts",66,ultimatum,ultimatum_response,prompting,1,27660,ensuring security and protection,0.630592828842647,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/27660,approximate_neuronpedia_explanation_search,"Ensuring safety, stability and protection in business and financial contexts",https://www.neuronpedia.org/api/explanation/search,
"Ensuring safety, stability and protection in business and financial contexts",66,ultimatum,ultimatum_response,prompting,2,9491,ensuring safety and security,0.6206064953400209,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/9491,approximate_neuronpedia_explanation_search,"Ensuring safety, stability and protection in business and financial contexts",https://www.neuronpedia.org/api/explanation/search,
"Ensuring safety, stability and protection in business and financial contexts",66,ultimatum,ultimatum_response,prompting,3,57548,financial stability and conditions,0.6099183687198138,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/57548,approximate_neuronpedia_explanation_search,"Ensuring safety, stability and protection in business and financial contexts",https://www.neuronpedia.org/api/explanation/search,
"Ensuring safety, stability and protection in business and financial contexts",66,ultimatum,ultimatum_response,prompting,4,18958,a way to protecthave significant consequencesensure financial stability,0.6096195434997435,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/18958,approximate_neuronpedia_explanation_search,"Ensuring safety, stability and protection in business and financial contexts",https://www.neuronpedia.org/api/explanation/search,
"Ensuring safety, stability and protection in business and financial contexts",66,ultimatum,ultimatum_response,prompting,5,41485,"managing behavior, operations, and risks",0.5951278065762373,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/41485,approximate_neuronpedia_explanation_search,"Ensuring safety, stability and protection in business and financial contexts",https://www.neuronpedia.org/api/explanation/search,
Explaining capabilities and possibilities in instructional contexts,21,ultimatum,ultimatum_response,prompting;steering,1,15124,introduces explanations or capabilities,0.6299039435955373,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/15124,approximate_neuronpedia_explanation_search,Explaining capabilities and possibilities in instructional contexts,https://www.neuronpedia.org/api/explanation/search,
Explaining capabilities and possibilities in instructional contexts,21,ultimatum,ultimatum_response,prompting;steering,2,54588,explains consequences or capabilities,0.6279731662910991,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54588,approximate_neuronpedia_explanation_search,Explaining capabilities and possibilities in instructional contexts,https://www.neuronpedia.org/api/explanation/search,
Explaining capabilities and possibilities in instructional contexts,21,ultimatum,ultimatum_response,prompting;steering,3,41531,questions about capabilities and information,0.6179548008433191,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/41531,approximate_neuronpedia_explanation_search,Explaining capabilities and possibilities in instructional contexts,https://www.neuronpedia.org/api/explanation/search,
Explaining capabilities and possibilities in instructional contexts,21,ultimatum,ultimatum_response,prompting;steering,4,9294,questions about capabilities,0.601706976385801,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/9294,approximate_neuronpedia_explanation_search,Explaining capabilities and possibilities in instructional contexts,https://www.neuronpedia.org/api/explanation/search,
Explaining capabilities and possibilities in instructional contexts,21,ultimatum,ultimatum_response,prompting;steering,5,2325,describing capabilities and properties,0.5957627515551587,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/2325,approximate_neuronpedia_explanation_search,Explaining capabilities and possibilities in instructional contexts,https://www.neuronpedia.org/api/explanation/search,
Explanatory qualifications and limitations in technical writing,1,lottery,safe_risky_choice,slightly_prompting,1,46091,as explaining limitations,0.6247540189553227,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46091,approximate_neuronpedia_explanation_search,Explanatory qualifications and limitations in technical writing,https://www.neuronpedia.org/api/explanation/search,
Explanatory qualifications and limitations in technical writing,1,lottery,safe_risky_choice,slightly_prompting,2,62548,expressing limitations on information,0.5408064121478605,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/62548,approximate_neuronpedia_explanation_search,Explanatory qualifications and limitations in technical writing,https://www.neuronpedia.org/api/explanation/search,
Explanatory qualifications and limitations in technical writing,1,lottery,safe_risky_choice,slightly_prompting,3,54533,"statements in technical prose that describe code or programs—their intent, implementation, functions, or issues.",0.5338116938527723,low_semantic_similarity,gpt-5,oai_token-act-pair,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54533,approximate_neuronpedia_explanation_search,Explanatory qualifications and limitations in technical writing,https://www.neuronpedia.org/api/explanation/search,
Explanatory qualifications and limitations in technical writing,1,lottery,safe_risky_choice,slightly_prompting,4,10738,AI self-description limitations,0.533248771764731,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/10738,approximate_neuronpedia_explanation_search,Explanatory qualifications and limitations in technical writing,https://www.neuronpedia.org/api/explanation/search,
