task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,prompting,80,1,5107,7.42890625,1.7780122369231437,38,40,result in outcomes
ultimatum_response,prompting,80,2,27146,5.9953125,0.19572456531756777,40,40,both parties' interests
ultimatum_response,prompting,80,3,60228,5.65546875,1.2219207052673016,40,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,80,4,17389,4.9552734375,1.5394815592836808,38,40,well-being and wellness
ultimatum_response,prompting,80,5,12745,4.8673828125,0.6312033154438036,40,40,leaving or exiting
ultimatum_response,prompting,80,6,32499,4.6859375,1.9898049478450779,34,40,aligned with something
ultimatum_response,prompting,80,7,26699,4.625,0.0,40,40,making a choice
ultimatum_response,prompting,80,8,238,4.4234375,0.7642829436594445,40,40,accept and its forms
ultimatum_response,prompting,80,9,50689,4.3015625,0.1112671159586156,40,40,maximum limit payoff
ultimatum_response,prompting,80,10,18626,4.22568359375,0.6651057335683976,40,40,parties involved
ultimatum_response,prompting,85,1,5107,7.353125,1.330479530564073,39,40,result in outcomes
ultimatum_response,prompting,85,2,27146,6.06796875,0.23142808809852375,40,40,both parties' interests
ultimatum_response,prompting,85,3,60228,4.95712890625,1.1989640811060975,40,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,85,4,17389,4.8814453125,1.5792422247183908,40,40,well-being and wellness
ultimatum_response,prompting,85,5,238,4.844921875,0.8650550039807363,40,40,accept and its forms
ultimatum_response,prompting,85,6,32499,4.73515625,1.7960730207590214,35,40,aligned with something
ultimatum_response,prompting,85,7,26699,4.625,0.0,40,40,making a choice
ultimatum_response,prompting,85,8,12745,4.476953125,0.654060591664383,40,40,leaving or exiting
ultimatum_response,prompting,85,9,50689,4.36953125,0.10934988550951044,40,40,maximum limit payoff
ultimatum_response,prompting,85,10,18626,4.2621826171875,0.6855890240441367,40,40,parties involved
ultimatum_response,prompting,90,1,5107,6.653125,2.1106454507448658,37,40,result in outcomes
ultimatum_response,prompting,90,2,27146,5.9046875,0.27465799045131534,40,40,both parties' interests
ultimatum_response,prompting,90,3,60228,5.25654296875,1.599212771704103,40,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,90,4,32499,5.11640625,1.5148836379482884,37,40,aligned with something
ultimatum_response,prompting,90,5,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,prompting,90,6,238,4.54609375,0.6656318771651772,40,40,accept and its forms
ultimatum_response,prompting,90,7,12745,4.298046875,0.7384477118884999,40,40,leaving or exiting
ultimatum_response,prompting,90,8,50689,4.2875,0.0983754764918748,40,40,maximum limit payoff
ultimatum_response,prompting,90,9,17389,4.18173828125,2.1487123381557947,40,40,well-being and wellness
ultimatum_response,prompting,90,10,41235,4.06953125,1.2376980093321186,37,40,aligning/alignment with
ultimatum_response,steering,10,1,31084,6.609375,0.36356255909402796,40,40,willing to
ultimatum_response,steering,10,2,5546,4.531640625,0.7248340285172111,40,40,fair distribution
ultimatum_response,steering,10,3,24257,4.39453125,0.9042998278839485,39,40,guesses out of
ultimatum_response,steering,10,4,26699,4.3125,0.0,40,40,making a choice
ultimatum_response,steering,10,5,58909,4.278515625,0.28950320079661873,40,40,fair and
ultimatum_response,steering,10,6,50689,4.171484375,0.1676864451781401,40,40,maximum limit payoff
ultimatum_response,steering,10,7,49787,3.865625,4.734566827796921,16,40,lack of
ultimatum_response,steering,10,8,29461,3.58515625,0.6218764722030313,40,40,better financial offers
ultimatum_response,steering,10,9,32595,3.576953125,0.5936614602981715,39,40,ratios and scores
ultimatum_response,steering,10,10,24356,3.481640625,0.1536854976168372,40,40,explaining a reason
ultimatum_response,steering,15,1,31084,6.6421875,0.33945829433635544,40,40,willing to
ultimatum_response,steering,15,2,5546,4.675,1.1343588583562303,40,40,fair distribution
ultimatum_response,steering,15,3,58909,4.4359375,0.2606098241984568,40,40,fair and
ultimatum_response,steering,15,4,26699,4.34375,0.0,40,40,making a choice
ultimatum_response,steering,15,5,50689,4.216796875,0.2699145259491606,40,40,maximum limit payoff
ultimatum_response,steering,15,6,29461,4.048046875,0.552983601056225,40,40,better financial offers
ultimatum_response,steering,15,7,24257,3.958544921875,0.8452215276197116,40,40,guesses out of
ultimatum_response,steering,15,8,24356,3.58203125,0.16641725315734995,40,40,explaining a reason
ultimatum_response,steering,15,9,19310,3.4625,0.8867913654187499,40,40,rejected or denied
ultimatum_response,steering,15,10,32595,3.359375,0.8263763968185142,39,40,ratios and scores
ultimatum_response,steering,20,1,31084,6.85234375,0.4950924935286708,40,40,willing to
ultimatum_response,steering,20,2,58909,4.3859375,0.2644782230520167,40,40,fair and
ultimatum_response,steering,20,3,5546,4.3234375,1.2393402904242037,40,40,fair distribution
ultimatum_response,steering,20,4,26699,4.3125,0.0,40,40,making a choice
ultimatum_response,steering,20,5,29461,4.194921875,0.5966007581285896,40,40,better financial offers
ultimatum_response,steering,20,6,50689,4.09453125,0.13100563188633396,40,40,maximum limit payoff
ultimatum_response,steering,20,7,24356,3.517578125,0.14372399136316585,40,40,explaining a reason
ultimatum_response,steering,20,8,12931,3.3046875,0.030257682392245445,40,40,believe that
ultimatum_response,steering,20,9,28895,3.296875,0.0,40,40,explanation or reason
ultimatum_response,steering,20,10,184,3.209765625,0.7337005504991341,40,40,sacrifice for or at
ultimatum_response,steering,25,1,31084,6.646875,0.30810978664269373,40,40,willing to
ultimatum_response,steering,25,2,58909,4.44375,0.2549509756796487,40,40,fair and
ultimatum_response,steering,25,3,26699,4.34375,0.0,40,40,making a choice
ultimatum_response,steering,25,4,50689,4.115625,0.16222181717868758,40,40,maximum limit payoff
ultimatum_response,steering,25,5,29461,4.053125,0.5429412088338885,40,40,better financial offers
ultimatum_response,steering,25,6,5546,3.94140625,1.0833137706066223,40,40,fair distribution
ultimatum_response,steering,25,7,24356,3.57109375,0.14769344769550477,40,40,explaining a reason
ultimatum_response,steering,25,8,28895,3.296875,0.0,40,40,explanation or reason
ultimatum_response,steering,25,9,12931,3.2953125,0.015546678704774941,40,40,believe that
ultimatum_response,steering,25,10,20625,3.1578125,0.03198357732885063,40,40,self and personal attributes
ultimatum_response,steering,30,1,31084,6.61171875,0.261632448457637,40,40,willing to
ultimatum_response,steering,30,2,58909,4.51796875,0.2618190106465537,40,40,fair and
ultimatum_response,steering,30,3,26699,4.3125,0.0,40,40,making a choice
ultimatum_response,steering,30,4,5546,4.226171875,1.0190745954079412,40,40,fair distribution
ultimatum_response,steering,30,5,50689,4.1234375,0.14438548392672101,40,40,maximum limit payoff
ultimatum_response,steering,30,6,29461,3.9,0.48171902874627165,40,40,better financial offers
ultimatum_response,steering,30,7,24356,3.609375,0.15546678704790937,40,40,explaining a reason
ultimatum_response,steering,30,8,28895,3.296875,0.0,40,40,explanation or reason
ultimatum_response,steering,30,9,12931,3.2828125,0.01554667870483207,40,40,believe that
ultimatum_response,steering,30,10,42532,3.2783203125,1.369640308135473,40,40,what
ultimatum_response,steering,35,1,11391,5.38212890625,1.9842157999892869,40,40,if ... were statements
ultimatum_response,steering,35,2,26699,4.61328125,0.11368462664730662,40,40,making a choice
ultimatum_response,steering,35,3,50689,4.37890625,0.2246076766240121,40,40,maximum limit payoff
ultimatum_response,steering,35,4,19310,3.92734375,0.3462894480574578,40,40,rejected or denied
ultimatum_response,steering,35,5,29461,3.879296875,0.08178814423318218,40,40,better financial offers
ultimatum_response,steering,35,6,10313,3.753515625,0.16996407521954543,40,40,"refusal, rejection, denied"
ultimatum_response,steering,35,7,24356,3.548828125,0.08784721150019148,40,40,explaining a reason
ultimatum_response,steering,35,8,18259,3.5015625,1.3664498009783423,35,40,"comparisons with ""than"""
ultimatum_response,steering,35,9,28802,3.45546875,0.6685195097833252,40,40,contrast conjunctions like while or although
ultimatum_response,steering,35,10,36182,3.404296875,1.286703274326334,35,40,linking words after punctuation
ultimatum_response,steering,40,1,11391,6.40625,0.0,40,40,if ... were statements
ultimatum_response,steering,40,2,50689,4.66796875,0.2170342872357672,40,40,maximum limit payoff
ultimatum_response,steering,40,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,steering,40,4,19310,4.209375,0.028125000000085897,40,40,rejected or denied
ultimatum_response,steering,40,5,55407,3.96328125,0.9653831993978793,38,40,making a decision
ultimatum_response,steering,40,6,36182,3.875,0.0,40,40,linking words after punctuation
ultimatum_response,steering,40,7,29461,3.8125,0.046875,40,40,better financial offers
ultimatum_response,steering,40,8,10313,3.75625,0.01874999999996779,40,40,"refusal, rejection, denied"
ultimatum_response,steering,40,9,24356,3.5625,0.0,40,40,explaining a reason
ultimatum_response,steering,40,10,21030,3.5560546875,1.1201785892063403,39,40,gain and loss
ultimatum_response,steering,45,1,11391,6.35,0.21300491484939765,40,40,if ... were statements
ultimatum_response,steering,45,2,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,steering,45,3,50689,4.471875,0.1921049111163075,40,40,maximum limit payoff
ultimatum_response,steering,45,4,19310,4.18828125,0.14014457866676905,40,40,rejected or denied
ultimatum_response,steering,45,5,36182,3.921875,0.0,40,40,linking words after punctuation
ultimatum_response,steering,45,6,5546,3.89609375,1.0366074733045958,40,40,fair distribution
ultimatum_response,steering,45,7,29461,3.813671875,0.06595781492447228,40,40,better financial offers
ultimatum_response,steering,45,8,10313,3.7640625,0.032551041649986366,40,40,"refusal, rejection, denied"
ultimatum_response,steering,45,9,24356,3.609375,0.0,40,40,explaining a reason
ultimatum_response,steering,45,10,18259,3.56640625,0.36162255740403804,40,40,"comparisons with ""than"""
ultimatum_response,steering,50,1,60228,5.690625,1.783438896311002,37,40,"artificial intelligence, such as, due to"
ultimatum_response,steering,50,2,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,steering,50,3,50689,4.11796875,0.09256741103614598,40,40,maximum limit payoff
ultimatum_response,steering,50,4,11782,4.101904296875,2.189056698711803,33,40,"the one, cause, subject, role"
ultimatum_response,steering,50,5,24356,3.8125,0.0,40,40,explaining a reason
ultimatum_response,steering,50,6,18259,3.6130859375,0.6705701070683443,40,40,"comparisons with ""than"""
ultimatum_response,steering,50,7,29461,3.50390625,0.4910919105915285,40,40,better financial offers
ultimatum_response,steering,50,8,5546,3.4609375,0.5630422733352266,40,40,fair distribution
ultimatum_response,steering,50,9,53784,3.2690673828125,0.9698250985384049,40,40,equal parts or ratios
ultimatum_response,steering,50,10,3217,3.2345703125,0.529980351785621,40,40,is better
ultimatum_response,steering,55,1,60228,7.375,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,steering,55,2,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,steering,55,3,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,steering,55,4,20484,4.4328125,0.02043233879788516,40,40,providing...with
ultimatum_response,steering,55,5,50689,4.25,0.0,40,40,maximum limit payoff
ultimatum_response,steering,55,6,12423,4.1875,0.0,40,40,split the file
ultimatum_response,steering,55,7,19310,4.03125,0.0,40,40,rejected or denied
ultimatum_response,steering,55,8,36182,3.96875,0.0,40,40,linking words after punctuation
ultimatum_response,steering,55,9,1369,3.9375,0.0,40,40,distribution of wealth and power
ultimatum_response,steering,55,10,43132,3.9375,0.0,40,40,phrases starting with examples or clauses
ultimatum_response,steering,60,1,11391,6.4359375,0.00975780937267226,40,40,if ... were statements
ultimatum_response,steering,60,2,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,steering,60,3,55407,4.3203125,0.9997497245404718,38,40,making a decision
ultimatum_response,steering,60,4,50689,4.2734375,0.1446895248238448,40,40,maximum limit payoff
ultimatum_response,steering,60,5,19310,4.2265625,0.062009796353076345,40,40,rejected or denied
ultimatum_response,steering,60,6,5546,3.9921875,1.0813753088515337,40,40,fair distribution
ultimatum_response,steering,60,7,36182,3.921875,0.0,40,40,linking words after punctuation
ultimatum_response,steering,60,8,29461,3.78828125,0.024193535261285464,40,40,better financial offers
ultimatum_response,steering,60,9,10313,3.71953125,0.004878904686154086,40,40,"refusal, rejection, denied"
ultimatum_response,steering,60,10,24356,3.71875,0.0,40,40,explaining a reason
ultimatum_response,steering,65,1,60228,7.22109375,0.9432929745006029,40,40,"artificial intelligence, such as, due to"
ultimatum_response,steering,65,2,11391,6.378125,0.013621559198648065,40,40,if ... were statements
ultimatum_response,steering,65,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,steering,65,4,50689,4.25,0.0,40,40,maximum limit payoff
ultimatum_response,steering,65,5,20484,4.2375,0.9727437837118273,38,40,providing...with
ultimatum_response,steering,65,6,19310,4.040625,0.04086467759568338,40,40,rejected or denied
ultimatum_response,steering,65,7,36182,3.984375,0.0,40,40,linking words after punctuation
ultimatum_response,steering,65,8,12423,3.9484375,0.9058336867045467,38,40,split the file
ultimatum_response,steering,65,9,45326,3.91953125,0.12599942258672625,40,40,equal opportunity and representation
ultimatum_response,steering,65,10,1369,3.8056640625,0.7108751206750903,40,40,distribution of wealth and power
ultimatum_response,steering,70,1,11391,6.39921875,0.022629294309174718,40,40,if ... were statements
ultimatum_response,steering,70,2,60228,6.110546875,1.6843662580217265,40,40,"artificial intelligence, such as, due to"
ultimatum_response,steering,70,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,steering,70,4,50689,4.40546875,0.24069474435670837,40,40,maximum limit payoff
ultimatum_response,steering,70,5,19310,4.05859375,0.059369859974885406,40,40,rejected or denied
ultimatum_response,steering,70,6,36182,3.9375,0.0,40,40,linking words after punctuation
ultimatum_response,steering,70,7,29461,3.787109375,0.03625665011738854,40,40,better financial offers
ultimatum_response,steering,70,8,24356,3.71875,0.0,40,40,explaining a reason
ultimatum_response,steering,70,9,10313,3.715625,0.015309310892387901,40,40,"refusal, rejection, denied"
ultimatum_response,steering,70,10,5546,3.55,0.7077900796669883,40,40,fair distribution
ultimatum_response,steering,75,1,11391,6.4171875,0.036005370693126204,40,40,if ... were statements
ultimatum_response,steering,75,2,60228,5.025,1.8152619043129832,40,40,"artificial intelligence, such as, due to"
ultimatum_response,steering,75,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,steering,75,4,50689,4.39921875,0.20100911194752685,40,40,maximum limit payoff
ultimatum_response,steering,75,5,19310,4.0890625,0.08516700046820695,40,40,rejected or denied
ultimatum_response,steering,75,6,36182,3.9375,0.0,40,40,linking words after punctuation
ultimatum_response,steering,75,7,29461,3.78515625,0.03418805701099647,40,40,better financial offers
ultimatum_response,steering,75,8,24356,3.71875,0.0,40,40,explaining a reason
ultimatum_response,steering,75,9,10313,3.70390625,0.0077733393522446455,40,40,"refusal, rejection, denied"
ultimatum_response,steering,75,10,21030,3.4412109375,1.4119297057855213,37,40,gain and loss
ultimatum_response,steering,80,1,11391,6.25859375,0.1748307635927747,40,40,if ... were statements
ultimatum_response,steering,80,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,steering,80,3,50689,4.253125,0.14300076485810234,40,40,maximum limit payoff
ultimatum_response,steering,80,4,19310,4.0765625,0.12654320840627006,40,40,rejected or denied
ultimatum_response,steering,80,5,36182,3.921875,0.0,40,40,linking words after punctuation
ultimatum_response,steering,80,6,29461,3.743359375,0.07302807244639758,40,40,better financial offers
ultimatum_response,steering,80,7,24356,3.734375,0.0,40,40,explaining a reason
ultimatum_response,steering,80,8,5546,3.722265625,1.1152873236117167,40,40,fair distribution
ultimatum_response,steering,80,9,10313,3.7015625,0.030418628646771917,40,40,"refusal, rejection, denied"
ultimatum_response,steering,80,10,18259,3.346484375,0.10665636330750614,40,40,"comparisons with ""than"""
ultimatum_response,steering,85,1,11391,6.3609375,0.12731259204705245,40,40,if ... were statements
ultimatum_response,steering,85,2,60228,5.444140625,1.969750760960059,37,40,"artificial intelligence, such as, due to"
ultimatum_response,steering,85,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,steering,85,4,50689,4.42890625,0.20834488900243664,40,40,maximum limit payoff
ultimatum_response,steering,85,5,19310,4.02578125,0.05396283262291537,40,40,rejected or denied
ultimatum_response,steering,85,6,36182,3.96875,0.0,40,40,linking words after punctuation
ultimatum_response,steering,85,7,21030,3.796875,1.1270705771767355,37,40,gain and loss
ultimatum_response,steering,85,8,29461,3.787890625,0.0424884376505356,40,40,better financial offers
ultimatum_response,steering,85,9,24356,3.734375,0.0,40,40,explaining a reason
ultimatum_response,steering,85,10,10313,3.69140625,0.012475562048933485,40,40,"refusal, rejection, denied"
ultimatum_response,steering,90,1,11391,5.091656494140625,2.3297587895423417,40,40,if ... were statements
ultimatum_response,steering,90,2,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,steering,90,3,50689,4.26640625,0.15857450622163996,40,40,maximum limit payoff
ultimatum_response,steering,90,4,36182,3.953125,0.0,40,40,linking words after punctuation
ultimatum_response,steering,90,5,19310,3.896875,0.34687499999999877,40,40,rejected or denied
ultimatum_response,steering,90,6,60228,3.828515625,2.1187666720744307,34,40,"artificial intelligence, such as, due to"
ultimatum_response,steering,90,7,24356,3.71875,0.0,40,40,explaining a reason
ultimatum_response,steering,90,8,29461,3.694140625,0.09096699344533407,40,40,better financial offers
ultimatum_response,steering,90,9,10313,3.60234375,0.0952964894339567,40,40,"refusal, rejection, denied"
ultimatum_response,steering,90,10,5546,3.34453125,0.7095879188997212,40,40,fair distribution
